TSB_nm,lambda_nm,T
2.0,566.0000000000001,0.8030803343549234
2.0,568.0,0.80789149196244
2.0,570.0,0.8126773284549706
2.0,572.0,0.817393129153873
2.0,574.0,0.8219939602089885
2.0,576.0000000000001,0.8264345645448022
2.0,578.0,0.8306692225185542
2.0,580.0000000000001,0.8346515649839761
2.0,582.0000000000001,0.8383343229608947
2.0,584.0,0.8416689940742199
2.0,586.0,0.8446054009889343
2.0,588.0,0.8470911107904417
2.0,590.0000000000001,0.849070676079667
2.0,592.0,0.8504846476794758
2.0,594.0,0.8512682942258694
2.0,596.0000000000001,0.8513499440491236
2.0,598.0,0.8506488375634544
2.0,600.0000000000001,0.849072341006007
2.0,602.0,0.8465123210035995
2.0,604.0000000000001,0.842840410755606
2.0,606.0,0.8379018421485367
2.0,608.0,0.8315058148001141
2.0,610.0000000000001,0.8234199325091891
2.0,612.0,0.8133466325420486
2.0,614.0000000000001,0.8009112598643001
2.0,616.0,0.7856327049140847
2.0,618.0,0.7668888985013996
2.0,620.0,0.7438708841154498
2.0,622.0,0.7155244628554797
2.0,624.0000000000001,0.6804815294224383
2.0,626.0,0.6369937675196186
2.0,628.0000000000001,0.5829087911747166
2.0,630.0000000000001,0.5157934662537542
2.0,632.0,0.4334447688376437
2.0,634.0,0.3352555056219449
2.0,636.0,0.2250719907021847
2.0,638.0000000000001,0.1155306892463789
2.0,640.0,0.0308008195260212
2.0,642.0000000000001,9.32579878762328e-05
2.0,644.0000000000001,0.03896142017212
2.0,646.0,0.1349983188083458
2.0,648.0,0.2578297038134584
2.0,650.0,0.3796691052097155
2.0,652.0000000000001,0.4856441295678091
2.0,654.0,0.5716679267964783
2.0,656.0,0.6391613384692215
2.0,658.0000000000001,0.6913622906208661
2.0,660.0,0.7315902441093729
2.0,662.0000000000001,0.7626520310761865
2.0,664.0,0.7867462566109859
2.0,666.0000000000001,0.8055396784430252
2.0,668.0,0.8202805089568932
2.0,670.0,0.8319019422402633
2.0,672.0000000000001,0.8411044187705221
2.0,674.0,0.8484173524278371
2.0,676.0000000000001,0.8542443060338276
2.0,678.0,0.8588957435031345
2.0,680.0,0.8626127465661017
2.0,682.0,0.8655842467808874
2.0,684.0,0.8679596209140787
2.0,686.0000000000001,0.8698579659121619
2.0,688.0,0.8713749850348455
2.0,690.0000000000001,0.8725881443440249
2.0,692.0000000000001,0.8735605675530479
2.0,694.0,0.8743440032972196
2.0,696.0,0.8749811048622163
2.0,698.0,0.875507196109144
2.0,700.0000000000001,0.8759516503146332
2.0,702.0,0.8763389750706532
2.0,704.0000000000001,0.8766896722455801
2.0,706.0000000000001,0.8770209245147473
2.0,708.0,0.8773471472025093
2.0,710.0,0.8776804347871384
2.0,712.0,0.8780309244667067
2.0,714.0000000000001,0.8784070939949644
2.0,716.0,0.8788160070977841
2.0,718.0,0.8792635168326055
2.0,720.0000000000001,0.8797544350091587
2.0,722.0,0.8802926740681684
2.0,724.0,0.8808813664909672
2.0,726.0000000000001,0.8815229657826162
2.0,728.0000000000001,0.8822193322704741
2.0,730.0,0.8829718063303758
2.0,732.0,0.8837812711563626
2.0,734.0000000000001,0.8846482067971742
2.0,736.0,0.8855727368685045
2.0,738.0000000000001,0.8865546690999169
2.0,740.0000000000001,0.887593530672384
2.0,742.0,0.8886885991400135
2.0,744.0,0.8898389295964098
2.0,746.0,0.8910433786380552
2.0,748.0000000000001,0.8923006255880838
2.0,750.0,0.893609191371626
3.0,450.00000000000006,0.1065225743902376
3.0,452.0,0.1489281073627195
3.0,454.0,0.1815975768439553
3.0,456.0000000000001,0.2021375156313525
3.0,458.0000000000001,0.2108667537920892
3.0,460.00000000000006,0.2094245610836646
3.0,462.00000000000006,0.1998894238128379
3.0,464.0,0.1842079457819218
3.0,466.0,0.1640415393973767
3.0,468.0,0.1407762616959089
3.0,470.0000000000001,0.115616612697173
3.0,472.00000000000006,0.0897132201834016
3.0,474.00000000000006,0.0642989127220174
3.0,476.0,0.0408122978803634
3.0,478.0,0.0209757002432193
3.0,480.00000000000006,0.006770342180865
3.0,482.0,0.00023129842063979769
3.0,484.00000000000006,0.0030029364071257
3.0,486.0000000000001,0.0156968841548132
3.0,488.00000000000006,0.0372761386792919
3.0,490.00000000000006,0.06482657650675
3.0,492.0,0.0939576570211063
3.0,494.00000000000006,0.1197150104778408
3.0,496.0,0.1375250767646392
3.0,498.00000000000006,0.1437597562595715
3.0,500.00000000000006,0.1358619708437326
3.0,502.0,0.1127682507516775
3.0,504.00000000000006,0.0751311137673671
3.0,506.0,0.0304724024225083
3.0,508.00000000000006,0.0007092452318379312
3.0,510.0,0.0293074224210848
3.0,512.0,0.1540760716316755
3.0,514.0000000000001,0.3430935356008519
3.0,516.0,0.5151582058171426
3.0,518.0000000000001,0.6301057311161948
3.0,520.0,0.695287758367069
3.0,522.0,0.7292902662569696
3.0,524.0,0.7460322379578587
3.0,526.0,0.7536983349614812
3.0,528.0000000000001,0.7567618798522239
3.0,530.0,0.7576269627684604
3.0,532.0,0.7575874094728821
3.0,534.0000000000001,0.7573413019871184
3.0,536.0,0.757262553578569
3.0,538.0000000000001,0.7575454808247644
3.0,540.0,0.7582831397801815
3.0,542.0000000000001,0.7595106353657516
3.0,544.0,0.7612295349868832
3.0,546.0,0.7634218674801404
3.0,548.0000000000001,0.766058261438273
3.0,550.0,0.7691027226731747
3.0,552.0000000000001,0.772515452634482
3.0,554.0,0.7762545097332091
3.0,556.0,0.7802767806739948
3.0,558.0,0.7845385380878189
3.0,560.0,0.7889957498707414
3.0,562.0000000000001,0.7936042399501987
3.0,564.0,0.7983197605363801
3.0,566.0000000000001,0.803098011460766
3.0,568.0,0.8078946267572618
3.0,570.0,0.8126651385710075
3.0,572.0,0.8173649216311379
3.0,574.0,0.8219491165690774
3.0,576.0000000000001,0.8263725264719612
3.0,578.0,0.8305894776767441
3.0,580.0000000000001,0.8345536325271672
3.0,582.0000000000001,0.8382177383094831
3.0,584.0,0.841533292522779
3.0,586.0,0.8444500996836356
3.0,588.0,0.8469156885602369
3.0,590.0000000000001,0.8488745505147338
3.0,592.0,0.8502671487133702
3.0,594.0,0.8510286332646554
3.0,596.0000000000001,0.851087177344349
3.0,598.0,0.8503618218824465
3.0,600.0000000000001,0.8487596781539937
3.0,602.0,0.8461722828495091
3.0,604.0000000000001,0.8424708111034453
3.0,606.0,0.8374995311258207
3.0,608.0,0.831074295233226
3.0,610.0000000000001,0.8229461453709036
3.0,612.0,0.8128288894770072
3.0,614.0000000000001,0.8003439625205129
3.0,616.0,0.7850087408067226
3.0,618.0,0.7661994925847536
3.0,620.0,0.7431053493745831
3.0,622.0,0.7146700208374938
3.0,624.0000000000001,0.6795234192278644
3.0,626.0,0.6359161029987511
3.0,628.0000000000001,0.5816971242166348
3.0,630.0000000000001,0.5144409150127867
3.0,632.0,0.4319648378856043
3.0,634.0,0.3337051812522075
3.0,636.0,0.2235834710539094
3.0,638.0000000000001,0.1143289229755849
3.0,640.0,0.0301490172515152
3.0,642.0000000000001,0.00013087635123519982
3.0,644.0000000000001,0.0400010293180674
3.0,646.0,0.1358462114493219
3.0,648.0,0.2586546482397627
